message,is_useful,source_file,source_line
"Here it is in code, for context: https://github.com/vendasta/ST/blob/develop/src/static/js/manage_accounts.js#L290",1,MS-corpus.txt,172
It might make sense to throttle this guy too. We don't even use a resize event for this on the Manage Accounts page,1,MS-corpus.txt,173
I'm surprised this `render_response` call doesn't deal with context not being provided :-1:,1,MS-corpus.txt,174
"Actually, since you're taking `context` as keyword args, it should default to an empty dictionary if you provide nothing. Python should take care of that for you:  ```python def f(**kwargs):   print kwargs  def g(**kwargs):   f(**kwargs)  g()  # should print '{}' ```",1,MS-corpus.txt,175
None of these kwargs are optional.  If you make them args instead of kwargs then you don't need the check/raise ValueError stuff.,1,MS-corpus.txt,176
"this get's the locations, not the connection",1,MS-corpus.txt,177
As this is now in the GoogleMyBusinessSync class it can probably be named something like `getConnectedLocation` as the GMB is already implied,1,MS-corpus.txt,178
"Instead of spreading out a bunch of logic to stop gmb stuff when it's disabled, can you pass this into the context and just hide it from the UI?  That's generally the route we go when we put stuff behind a feature flipper.  It's a lot easer to remove later as you aren't changing any of the underlying logic",0,MS-corpus.txt,179
if you make this `self.request.get` instead of `params.get` then you can set self.request as a dictionary in the tests and it's a lot easier to test,1,MS-corpus.txt,180
same with the rest of these handlers,1,MS-corpus.txt,181
"I don't think the account will ever have a location cursor, as that doesn't show up until our first call to get the locations",0,MS-corpus.txt,182
the account won't have locations to start with anymore as that work would now have to be done in the JS,0,MS-corpus.txt,183
`if (!self.locationCursor())` would work better here,0,MS-corpus.txt,184
"You can just `return` here, you don't need to `return true` as that implies that there could be a different return type when it's not actually going to be used for anything",0,MS-corpus.txt,185
"the general convention is to do this before the ajax call instead of relying on the ajax beforeSend.  That being said, I'm pretty sure we did it that way because no one knew about this `beforeSend`.  You might have some trouble writing a test for this, but if you can follow the same pattern for testing the success function then it should work.",0,MS-corpus.txt,186
We don't want to leave console.log's in the JS as they won't be helpful to anyone (the end user won't be able to see it). We can use a $.gritter call here which will tell the user that something went wrong,0,MS-corpus.txt,187
"All of the operations in this function deal with the account that is passed in.  Instead of passing the account in to this function, the click event should be handled by the account model.  The only thing that this function can do is set the other accounts to being not selected.  If you select one account then select the next one, we can leave the previous one as selected so it stays open.",0,MS-corpus.txt,188
this doesn't need to be defined if there's nothing in the function,0,MS-corpus.txt,189
"We generally want to avoid using id's in styles as much as possible as it's hard to overwrite them.  This isn't worth changing, but just for future reference if you want to style something the default should be using a class",0,MS-corpus.txt,190
"Ah, I thought there was collapsing",0,MS-corpus.txt,191
"it'd be nice to indicate that somehow, I'm not really sure the best way though",0,MS-corpus.txt,192
None of these kwargs are optional.  If you make them args instead of kwargs then you don't need the check/raise ValueError stuff.,0,MS-corpus.txt,193
As this is now in the GoogleMyBusinessSync class it can probably be named something like `getConnectedLocation` as the GMB is already implied,0,MS-corpus.txt,194
if you make this `self.request.get` instead of `params.get` then you can set self.request as a dictionary in the tests and it's a lot easier to test,0,MS-corpus.txt,195
`if (!self.locationCursor())` would work better here,0,MS-corpus.txt,196
"You can just `return` here, you don't need to `return true` as that implies that there could be a different return type when it's not actually going to be used for anything",0,MS-corpus.txt,197
"the general convention is to do this before the ajax call instead of relying on the ajax beforeSend.  That being said, I'm pretty sure we did it that way because no one knew about this `beforeSend`.  You might have some trouble writing a test for this, but if you can follow the same pattern for testing the success function then it should work.",0,MS-corpus.txt,198
"Not sure how everyone feels about a super get, but maybe this check could be added to BaseReviewWidgetHandler instead of doing it in each.",0,MS-corpus.txt,199
To make GitHub shut up: ![image](https://cloud.githubusercontent.com/assets/8963131/13500008/36108572-e126-11e5-9867-9cd2b27b85f8.png),0,MS-corpus.txt,200
It is often a bad idea to do unicode conversions with accounting for encoding errors. You can either: * `except ValueError` * pass kwarg `errors=ignore` or `errors=replace` to work around errors,0,MS-corpus.txt,201
Isn't `_public` an oxy-moron in the Python world? :stuck_out_tongue:,0,MS-corpus.txt,202
we can't use ``` operation.db.put() ``` here?,0,MS-corpus.txt,203
"when we disable stuff with pylint, we should be using the message instead of the code. ```python #pylint: disable=line-too-long ``` That being said, you shouldn't be disabling this one.  You'll want to format your code to not have lines too long instead of disabling this check.",1,MS-corpus.txt,204
"Since you're already adding a fairly long comment here, it might be a good idea to move the above 3 lines + comment into their own function like ``` build_hsmm_redirect_path(...) ```",1,MS-corpus.txt,205
We should update the variable ``` stretch_background ``` to ``` full_screen ``` to keep the language consistent.,1,MS-corpus.txt,206
size should be `len(review_ids)`,1,MS-corpus.txt,207
whats with ``` ua_mobile_profile == PR_MOBILE_IOS and source_id == GOOGLE_MAPS_SOURCE_ID ``` ? We don't want to link to gmaps if they are on mobile?,0,MS-corpus.txt,208
"Did you guys miss the comment right above? [MS-2252](https://vendasta.jira.com/browse/MS-2252) has the details on this, but to sum up, the second clause on the `if` can be removed completely if we have a working links to Google Maps reviews to share the review. (ie. just `if source_listing:`)",0,MS-corpus.txt,209
this should be an ``` a ``` tag now,0,MS-corpus.txt,210
Ah ok `COMPLETE-OK`,0,MS-corpus.txt,211
"Does this bug also affect these FAVICONs being served below? If not, why not? They are using `http` exclusively.  `return 'http://' + self.request.host + mapping.get_url()`",0,MS-corpus.txt,212
"looks like this these context variables are getting set for more pages than just the review page. could you do something like this instead ```python context = self._add_context_args_for_add_review() ... def _add_context_args_for_add_review()     if is add review page <----- idk how to figure this out         context.update({             'contact_name': self.request.GET.get('name', ''),             'contact_email': urllib.quote(self.request.GET.get('email', '')),             'contact_id': self.request.GET.get('id', '')         })     return context ``` which can then be tested a lot easier  BONUS: this fulfills the Tell Don't Ask principle http://martinfowler.com/bliki/TellDontAsk.html",1,MS-corpus.txt,213
"`formdata.set_value('reviewerName', self.context_args.get('name', ''))` would work instead, then you don't need the 2 if statements.  For sure the default value of empty string will work, but it might also work with a default of `None`, in which case you don't need to specify a default",1,MS-corpus.txt,214
By default `get()` returns `None` so you can simplify these to `args.get('msid')` however I'm not sure I agree with these fields being optional (as mentioned above).,1,MS-corpus.txt,215
Should be `self.review.agid`,1,MS-corpus.txt,216
"Ya when add the review you get it back and it sets `self.review = review` so, at this point, you know you'll have it.",1,MS-corpus.txt,217
"you could also do this by saying  ``` return set_review_shared(self.agid, self.rid) or self.abort(400) ``` although i find that kinda weird. if you want to return a 400 if something goes wrong in core, it's clearer to catch the exception here and abort in the exception handler rather than catch it in the underlying layer, return None, and then have a special meaning for a None value in this layer",0,MS-corpus.txt,218
"ya what im suggesting is  ``` try:   return set_review_shared(self.agid, self.rid) except CoreApiException as e:   logging.warning(e)   return self.abort(400) ```  and then the core api wrapper method going back to being 2 lines",0,MS-corpus.txt,219
"I was just looking through the `msid_selector` code (which handles `redirect_hostslug`) and, yes, I think you are correct, this should be fine. Especially if you grabbed it from the code that generates the ""View Location Page"" link.",0,MS-corpus.txt,220
@sgryschuk-va @tbathgate-va @bjohnson-va  so... sendwithus completely obscures what the links actually are (thye get turned into giant unreadable things). as long as the user doesn't see a microsite load up on microsite-prod.appspot.com (ie non whitelabelled domain) then from their perspective theres no difference between the WL domain and our domain unless they are exceptionally tech savvy for a random spam victim.  I think we could just give them a vanilla url that does the same thing and cut out all of this communication between CS and MS when CS goes to send the email.  ``` _get_review_deep_link ``` could just as easily exist on the vobject,0,MS-corpus.txt,221
"agreed, then just change the valid of self.review['originalStars'] in the test. just lots of lines to look at",1,MS-corpus.txt,222
can you just use ``` uri_for ``` ?,1,MS-corpus.txt,223
generally our urls should be lowercase with dashes between words like microsite/send-request-share-review-email  if you found 'MicroSite' somewhere in MS that's old school,0,MS-corpus.txt,224
you can get the reviews and ``` get_enabled_listing_sources ``` asynchronously. if you havent seen https://cloud.google.com/appengine/docs/python/ndb/async#tasklets id check it out. a tasklet decorator can turn any python function into a (pseudo)asynchronous method. we can refactor it together if you want,0,MS-corpus.txt,225
"id look at initializing these mocks in your ``` setUp ```. If a mock is needed for every or almost every test, then might as well store it on the testCase instance in setUp. Allows you to get rid of all the nasty decorators and arguments into test functions.",0,MS-corpus.txt,226
"if you'd like to put this mock into the setUp, you could change this test case to inherit from VTestCase, which is a thin wrapper about unittest.TestCase with some convenient assertions and (more importantly) the easy ```mock_function_in_setup ``` call (or whatever its called now) which lets you put this on an instance attribute easily",0,MS-corpus.txt,227
same comment here about patch decorators vs setUp and VTestCase,0,MS-corpus.txt,228
"Minor, but the page, msid, pid, etc. are already added via `MicrositeGeneralView.get` and `MicrositeView.render_response` methods.",0,MS-corpus.txt,229
I would really like to see this file completely deleted and for reviews to use existing page logic. Also instead of overriding the `page` property in these handlers you could potentially just insert that logic into `MicrositeGeneralView.page` but that might get messy...,0,MS-corpus.txt,230
"I don't understand what the issue is.  *Renee Elder* Product Owner *VendAsta Technologies Inc.* relder@vendasta.com| www.vendasta.com  On Tue, Nov 17, 2015 at 2:56 PM, Sunny Sharma <notifications@github.com> wrote:  > In src/templates/microsites/html/templates/ReviewDisplay.html > <https://github.com/vendasta/MS/pull/1496#discussion_r45119237>: > > > @@ -57,12 +53,12 @@ > >                          <span class=""reviewer-name"" data-bind=""text: reviewer_name"" itemprop=""name""></span> > >                      </div> > >                  </div> > > -                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: $root.linkToReview(review_id) }"" itemprop=""name""></a> > > +                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: url }"" itemprop=""name""></a> > > like so > [image: baltimore_plumbers__hvac___heating___cooling_service] > <https://cloud.githubusercontent.com/assets/5394747/11224592/c00bf400-8d43-11e5-9e42-0d0667e07da5.png> > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1496/files#r45119237>. >",0,MS-corpus.txt,231
"That doesn't seem right.  It shouldn't put them into a place where they get ""stuck"".  If you want, we can do a hangout to go over how it should work.   *Renee Elder* Product Owner *VendAsta Technologies Inc.* relder@vendasta.com| www.vendasta.com  On Tue, Nov 17, 2015 at 3:41 PM, Dale Birtch <notifications@github.com> wrote:  > In src/templates/microsites/html/templates/ReviewDisplay.html > <https://github.com/vendasta/MS/pull/1496#discussion_r45125468>: > > > @@ -57,12 +53,12 @@ > >                          <span class=""reviewer-name"" data-bind=""text: reviewer_name"" itemprop=""name""></span> > >                      </div> > >                  </div> > > -                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: $root.linkToReview(review_id) }"" itemprop=""name""></a> > > +                <a class=""v-feed-item-title"" data-bind=""text: title, attr: {href: url }"" itemprop=""name""></a> > > The reviews behaviour is inconsistent, only clickable if an optional field > (review title) is provided. This loads the landing page in the widget space > - including redundant branding, phone button and view map (not present in > the widget when first loaded, and should be present on other spots of the > page already) further this gets the user ""stuck"" there is no back or > ability to return to the list of reviews that you came from. > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1496/files#r45125468>. >",0,MS-corpus.txt,232
i think ```split_names = reviewer_name.split(' ')``` has the same effect,0,MS-corpus.txt,233
"not huge fan of append None, you can do  ``` first_name = split_names[0].capitalize() if len(split_names) > 1:    last_initial = plit_names[1][0].capitalize() else:   last_initial = ''   ```",0,MS-corpus.txt,234
"the correct way is to ```counts = defaultdict(int, {...})```",0,MS-corpus.txt,235
should it be ```if num_comments > 0```,0,MS-corpus.txt,236
"```document.location.toString()``` will do whole thing for you, so you can just   ```document.location.toString() + '?agid={{ agid }}'```",1,MS-corpus.txt,237
"How expensive is this vconfig lookup? Is it an NDB lookup by key? An API call? Using a memcache?  I am a little worried about adding this in the base `render_response` function because then it will be called for every single page, when we only really need it on a single page. Although, I will admit that it seems like the type of generic field we should put on every context.",0,MS-corpus.txt,238
"I don't think env name is enough here, since these buckets are globally unique. `batch-files-microsites-prod` maybe instead",0,MS-corpus.txt,239
Usually I see these field names being stored as constants of the form class as to avoid duplication and accidental mis-matching errors.  e.g. ``` class ReviewCommentForm(VFormHandler):     COMMENTER_NAME = 'commenterName' ```  You can then use that constant here and above in the `FIELDS = ` declaration.,1,MS-corpus.txt,240
is the positive/negative review message normally a list in the dict returned by ``` get_review_generation_dict ``` ?,0,MS-corpus.txt,241
this setUp is massive and expensive. can you get away with creating less stuff? can you get away with mocking the calls that necessitate these entities instead of actually making them?,1,MS-corpus.txt,242
"There was a couple reasons that this was done this way originally. 1. So that the review page could still be reached from RepInt Generate Reviews even if they make a custom name for the page. 2. It's possible for the review page to still be reachable even if the Microsite hasn't explicitly added a review page/tab, and a temporary tab will show up in the nav bar so that it doesn't look weird. (maybe not needed anymore since we mapreduced over all microsites and added review pages).",1,MS-corpus.txt,243
The `msid` and `microsite` (which you can get the name from) are added to the context in the `render_response` method in the parent handler so not necessary here.,1,MS-corpus.txt,244
Pretty sure you can just use 'title' from the common context in `app.views.microsites.MicrositeView#get_common_context`,1,MS-corpus.txt,245
this could be written as ``` return _get_rgba_from_standard_hex(naked_hex_color_string) or _get_rgba_from_short_hex(naked_hex_color_string) ```,1,MS-corpus.txt,246
``` rgb_color_string ```,1,MS-corpus.txt,247
"something like ``` data-bind=""attr: { href: function(){ return ($data.disabled()) ? '#' : {{listing.url}} } ``` may work. either way its not too important at this point",1,MS-corpus.txt,248
"personally i think it's weird to change the instance variable inside the test instead of using ``` % (self.pid, self.agid) ``` in string substitution just be brazen about shoving something out of the norm in there ``` % (self.pid, 'AG-FAILS') ```",0,MS-corpus.txt,249
Maybe add a comment to make it explicit why we are using !important. something like ```css Done to ensure that the random embedded html pasted by a user has an appropriate width ```,1,MS-corpus.txt,250
`customer_identifier` can also be considered as non-essential as we have `pmsid` which is used as microsite's customer_identifier.,0,MS-corpus.txt,251
"Are there other uses for the schema types besides using the schema.org url? If not, then maybe we could construct the urls as part of the `get_schema_types_by_taxonomy_ids` call since we'll need to do it every time anyways.",0,MS-corpus.txt,252
i know this was here originally but ``` self.open24 == 1 ``` ?? We have values like that in datastore?,1,MS-corpus.txt,253
I believe if the holiday flag is set the dayOfWeek should be set to [u'PublicHolidays'],1,MS-corpus.txt,254
"Open24 is detected by both the opens and closes being 00:00, as such this flag can be set on a day by day basis. Unless the entire week becoming open 24 hours was how the old MS HoO worked?",0,MS-corpus.txt,255
Shouldn't need the first `self.open24 and` either,1,MS-corpus.txt,256
"I think what Dustin meant by default arg here was  `site_kwargs.pop(Microsite.geo._name, None)` especially since we don't care about the popped value anyway",1,MS-corpus.txt,257
Looks like these should be `get`s,1,MS-corpus.txt,258
`photo clicks` ? What is `yellow ad`?,0,MS-corpus.txt,259
`November 2011` haha,0,MS-corpus.txt,260
"Here, I'm thinking what if the account group is not synced. We know pubsub could sometime get delayed and in that case we'll have bug in validation and other places of the endpoints that uses this Mixin. May be we could first get from the `AccountGroupModel` and then if not there in the datastore get it via VBC api call?",0,MS-corpus.txt,261
"self.validate(args) raises the ValidationError and other errors should come from ``` self.add(args_with_spid) ```, so these could be separate blocks.",0,MS-corpus.txt,262
Should do `{{ super() }}` here so that it takes `google_analytics.html` content from global global.html,1,MS-corpus.txt,263
Might as well do this for `LogoutHandler`.,0,MS-corpus.txt,264
I think `fn` is supposed to be equal to `org`?,0,MS-corpus.txt,265
Doesn't this need to be contained within the `vcard` class to be recognized?,0,MS-corpus.txt,266
Shouldn't this be `23:59:59` otherwise we'll lose 1st day of each month in the billing query,0,MS-corpus.txt,267
"can clean this up even more,  ```return key.get()```  instead of these two lines.",1,MS-corpus.txt,268
Can we rename that to `VBC_API_KEY`,1,MS-corpus.txt,269
We should probably use `account_group_id` instead of `agid`.,1,MS-corpus.txt,270
"If you don't need the mock in the test, you have the option of defining what the mock should be. When you do define it like this using the `new` kwarg, it doesn't get passed to the test. Something like this: ```py mock.patch('app.models.microsite.get_account_group_vobject', new=mock.Mock(return_value=None)) def test_migrate_from_legacy_raises_if_account_group_not_found(self): ``` Personally I'm torn on which is more readable, but sometimes it's useful (like if you are mocking many things and you never actually use the mocks), or if the same unused mock is being passed to every test (though there is alternatives to that too).",1,MS-corpus.txt,271
`from vtest import mock`,1,MS-corpus.txt,272
"```raise AccountGroupNotFoundException('The account group %s for the account %s does not exist.' % (self.account_group_id, self.account_id)) ```",1,MS-corpus.txt,273
Why do we use `qa` vs `_gaq` here? Might warrant some documentation,0,MS-corpus.txt,274
"_gaq is old school... ga is the new way On May 20, 2015 1:05 PM, ""Jason Prokop"" <notifications@github.com> wrote:  > In src/static/js/MS.AddReview.js > <https://github.com/vendasta/MS/pull/1241#discussion_r30737246>: > > > @@ -39,5 +39,12 @@ var AddReviewViewModel = Class.extend({ > >                  $.gritter.success('Review copied to clipboard'); > >              }); > >          }; > > + > > +        self.trackShare = function(listing) { > > +            if (typeof(ga) === 'function') { > > +                ga('send', 'event', msid, 'ReviewShare', listing); > > Why do we use qa vs _gaq here? Might warrant some documentation > > — > Reply to this email directly or view it on GitHub > <https://github.com/vendasta/MS/pull/1241/files#r30737246>. >",0,MS-corpus.txt,275
"https://developers.google.com/analytics/devguides/collection/upgrade/reference/gajs-analyticsjs On May 20, 2015 1:09 PM, ""Jeremy Rans"" <jrans@vendasta.com> wrote:  > _gaq is old school... ga is the new way > On May 20, 2015 1:05 PM, ""Jason Prokop"" <notifications@github.com> wrote: > >> In src/static/js/MS.AddReview.js >> <https://github.com/vendasta/MS/pull/1241#discussion_r30737246>: >> >> > @@ -39,5 +39,12 @@ var AddReviewViewModel = Class.extend({ >> >                  $.gritter.success('Review copied to clipboard'); >> >              }); >> >          }; >> > + >> > +        self.trackShare = function(listing) { >> > +            if (typeof(ga) === 'function') { >> > +                ga('send', 'event', msid, 'ReviewShare', listing); >> >> Why do we use qa vs _gaq here? Might warrant some documentation >> >> — >> Reply to this email directly or view it on GitHub >> <https://github.com/vendasta/MS/pull/1241/files#r30737246>. >> >",0,MS-corpus.txt,276
@starulli-va I think so. Using analytics id from `settings.GOOGLE_ANALYTICS_TRACKING_CODE` all the analytics data will be in one analaytics id and it will be easy to find the data otherwise the data will be scattered all over the partner's google analytics id.,0,MS-corpus.txt,277
You need to change this to: ```javascript !self.showClipboardLink() ``` otherwise you're testing that the observable object doesn't exist.,1,MS-corpus.txt,278
"Might be nice to extract the `$(""#comments"").val()` out since it's also used in the if statement above",1,MS-corpus.txt,279
"Heads up, in python you can just do: ```python phone_numbers = kwargs[MICROSITE_KEYS.PHONE_WORK] cleaned_phone_numbers = [phone_number_digits(number) for number in phone_numbers] kwargs[MICROSITE_KEYS.PHONE_WORK] = cleaned_phone_numbers ``` Typically if you're ever using an index when you're iterating, there's probably a better way :smile:   Also, then you can probably remove that mapping comment on 155.",1,MS-corpus.txt,280
"If this is the only thing in the new conditional block, I'd probably throw them both into one condition: ```python if MICROSITE_KEYS.PHONE_WORK in kwargs and MICROSITE_KEYS.PHONE_CALL_TRACKING in kwargs: ```",0,MS-corpus.txt,281
"Personal recommendation for readability. ```python self.phone_work = kwargs.get(MICROSITE_KEYS.PHONE_WORK, []) self.phone = self.phone_work[0] if self.phone_work else None ```",1,MS-corpus.txt,282
"Instead of the helper function, I'd probably just do it inline since it's simple. ```python phone = ndb.ComputerProperty(lamda self: self.phone_work[0] if self.phone_work else None ```",1,MS-corpus.txt,283
"Style: ```python for ms_number, work_number in zip(ms.phone_work, work_numbers):     self.assertEquals(ms_number, work_number)     self.assertEquals(phone_number_digits(ms_number), phone_number_digits(work_number)) ```",1,MS-corpus.txt,284
"If you want to get really crazy you could do this in a single line: ```python kwargs[MICROSITE_KEYS.PHONE_WORK] = [phone_number_digits(number) for number in kwargs.get(MICROSITE_KEYS.PHONE_WORK, [])] ```",1,MS-corpus.txt,285
"That being said, I don't understand why you care about the presence of ```MICROSITE_KEYS.PHONE_WORK``` at all...  Once again this method could be simplified to a single line: ```python kwargs[MICROSITE_KEYS.PHONE_CALL_TRACKING] = [phone_number_digits(v) for v in kwargs.get(MICROSITE_KEYS.PHONE_CALL_TRACKING, [])] ```",0,MS-corpus.txt,286
I mostly agree with @cpenner-va. If you tweak it just slightly you won't need the conditional in the 2nd line at all though. ```python self.phone_work = kwargs.get(MICROSITE_KEYS.PHONE_WORK) or [] self.phone = self.phone_work[0] ``` Is basically equivalent.,1,MS-corpus.txt,287
This should be ```kwargs = _sync_phone_kwargs(**kwargs)```.,1,MS-corpus.txt,288
I don't think we want the `exception_message` to show unless we're on prod. Is this really what it does in other products?,1,SM-corpus.txt,1
"Let's delete it. We'll see the exception in the logs, and the user does not need to see that.",1,SM-corpus.txt,2
There might be some logic to not set the error message in the context if it's prod cause I don't remember ever seeing an exception message on prod,1,SM-corpus.txt,3
`account.account_group.account_group_id` is one of the best bits of code arround.,0,SM-corpus.txt,4
haha is there no helper property on ``` account ``` ? this still makes me laugh though so w/e,0,SM-corpus.txt,5
Why get the account_group_id off the request when it's a parameter?,0,SM-corpus.txt,6
"not sure how I feel about removing ""ajax"" from all these routes, I kind of liked that they were easy to identify",0,SM-corpus.txt,7
Everything will be ajax one day,0,SM-corpus.txt,8
looks good,0,SM-corpus.txt,9
@utandukar-va do you know if its possible to do this direct to github so we wouldn't have to care about caching? 0_0 or maybe we can fix this in a better way,0,SM-corpus.txt,10
double float left,1,SM-corpus.txt,11
what does * html do,0,SM-corpus.txt,12
im stupid this is the generated file,0,SM-corpus.txt,13
:+1:,0,SM-corpus.txt,14
Probably just do `hostname = self.partner`,1,SM-corpus.txt,15
We should maybe have a more descriptive name for this... `is_recent_within_one_day` I guess it doesn't really matter since we only use it once and all the information is there but I don't feel like deleting everything I typed. ?,0,SM-corpus.txt,16
Is using `all` overkill? I'm just wondering.,0,SM-corpus.txt,17
`search_summary = self._get_search_summary()`,1,SM-corpus.txt,18
I'd rather keep the name `is_recent`.  The within one day should be obviously from the code.  Also if we change what recent is (eg. a twitter lead is recent if it's within 3 days) then we don't need to worry about changing the variable name.,0,SM-corpus.txt,19
I think you mean `hostname=self.partner.hostname` but I agree.,1,SM-corpus.txt,20
I like the idea we had with location page review and comments where we made a send method on the class and then let that do the validation.  I think this change can go up without it but I think at some point we should figure out how we want to structure these activities and do the same thing for each.,0,SM-corpus.txt,21
Debugging?,1,SM-corpus.txt,22
"I believe that you've got `labels` on here just because it's in the parent class' method signature.  You don't actually exercise that method though (no super call), so you should be able to omit it completely here.",1,SM-corpus.txt,23
I'd put a `u` prefix on this string to prevent potential unicode problems.  As a general rule of thumb I would recommend always using a unicode literal when using `.format()` or `%s` replacement.,1,SM-corpus.txt,24
"The issue is that it was calculating 25MB wrong, correct? I don't think this comment quite gets that across. This is a minor change though so not a big deal.",0,SM-corpus.txt,25
"There's a way to call uri_for and specify scheme and netloc `uri_for('page-name', post_id=post_id, _netloc=hostname, _scheme='http')` That said, I can't remember the last time I've seen us change a URL such that having the named references is really any benefit. It's kinda nice regardless.",0,SM-corpus.txt,26
"Oh yeah, we aren't within webapp2 (this is running within a task), so I guess we cant (or atleast I'm not sure how we could)",0,SM-corpus.txt,27
Could you pass in the datetime here? That way we never try to create a RSSFeedItem without a `posted_date`?,1,SM-corpus.txt,28
I don't know the whole workflow for creating these. Does this hang around for a while before it's put?  A few minutes shouldn't really matter,1,SM-corpus.txt,29
Is this supposed to be `'Social Post'` or `'Customer Post'`?,1,SM-corpus.txt,30
Is there some sort of constant that can represent `'SM'`?,1,SM-corpus.txt,31
Do we intend to leave this todo in the code?,1,SM-corpus.txt,32
Making this a `build_payload(token)` method would make this read a little cleaner and we could test that we build the proper payload. Would that be overkill? Thought I'd ask since I'm not sure,1,SM-corpus.txt,33
Should we do this now?,1,SM-corpus.txt,34
0_0 Maybe add a comment? Or make a SuperAdminHandler with the explanation? This is kinda like a lie/super scary,0,SM-corpus.txt,35
What does `query_deleted` mean? why would we ever use phone if its stale data?,0,SM-corpus.txt,36
"There's no state to this object (yet?), so I think this could be a bit nicer to read and to use (since you currently need to `new` this object to use it) by using something like the revealing module pattern. This guy makes the case for it pretty well using an angular service as an example: https://github.com/johnpapa/angular-styleguide#style-y053  ``` // Module interface return {   showLeadsBadge: showLeadsBadge,   ... }  // Module implementation function showLeadsBadge() {   ... } ``` You can flip the two sections if you can't use function declarations for some reason",0,SM-corpus.txt,37
Is using an animation vs transition easier since we don't need a base class to transition from?,0,SM-corpus.txt,38
would call this ``` self.badges ```,1,SM-corpus.txt,39
Handler,1,SM-corpus.txt,40
This is on every page handler now? Is it pretty expensive? It'd be nice to make the compose modal as lazy loading as possible,0,SM-corpus.txt,41
should this thing really be a nav ko component?,0,SM-corpus.txt,42
change the name of this js model/var from DashboardViewModel to AnalyticsViewModel or something like that,0,SM-corpus.txt,43
about the feature flipper... is it still needed if you are keeping the analytics page? whats the plan for it getting turned on for everyone?,0,SM-corpus.txt,44
"could be put into the initialization of vcompose maybe? like this only happens when you click compose post, and vcompose doesnt try to render (loading spinner thingy) until we figure out this parameter for it",0,SM-corpus.txt,45
Interesting number,0,SM-corpus.txt,46
typo: accoutns,0,SM-corpus.txt,47
Any benefit to this being in a template? doesnt seem like it,0,SM-corpus.txt,48
The logic in file is now officially mind blasting,1,SM-corpus.txt,49
Whats this for?,0,SM-corpus.txt,50
ya O_o,1,SM-corpus.txt,51
Is this check really valuable?,1,SM-corpus.txt,52
?,1,SM-corpus.txt,53
Anyone know why there is a try/except nested inside a try/finally instead of having a try/except/finally?,1,SM-corpus.txt,54
ok felix,1,SM-corpus.txt,55
"could we use restructured text format here to get the type hinting?  ```python """""" :returns: whether or not the leads feature is enabled :rtype: boolean """""" ```",1,SM-corpus.txt,56
"I realize it's not super useful here, but it's a good habit to be in",1,SM-corpus.txt,57
"Does this _really_ need to be an exception? We've been talking about that at Monitoring COP lately. What's the actionable from this log item? If nothing, make this a warning or something imo.",0,SM-corpus.txt,58
"Make this a one-line docstring, to match the one above (or do the opposite)",1,SM-corpus.txt,59
Was this not being used by anything?,0,SM-corpus.txt,60
"What's going on here? This is coming from core's API, we should be able to parse it using the regular strptime where we pass it the format. At the very least I would say that IF for some reason we need to use datetime_parser, that you should just be able to set the posted date to the result of it without recreating it...",0,SM-corpus.txt,61
Fair enough.  We could probably update the core API (juuuust added) to return a better formatted datetime.,0,SM-corpus.txt,62
move this down,0,SM-corpus.txt,63
are there 2 versions of mock in SM still?,0,SM-corpus.txt,64
Ya removing it's fine.,0,SM-corpus.txt,65
"wait, vtest no longer contains mock, but instead has it as a dependency?",0,SM-corpus.txt,66
:+1:,0,SM-corpus.txt,67
Should this be removed?,1,SM-corpus.txt,68
Too much whitespace,1,SM-corpus.txt,69
Are we still `POST`ing something with this handler?  I thought all the Postman tests for this were `GET`s.,0,SM-corpus.txt,70
In retrospect we could have left the old `<p>` tags in the page and removed this padding to get the look we wanted.  I don't feel strongly about changing it though.,0,SM-corpus.txt,71
"I thought SM was converted to a unified colour pallet, and that these were supposed to be variables.  I'm surprised to see even hex values here.",0,SM-corpus.txt,72
Why are you getting only one page at a time and looping in js to get all the pages?,0,SM-corpus.txt,73
"AccountModel entities are SM accounts, not account groups. You'll need to call .get() after build_key to retrieve the actual entity and be able to access its properties as you do below.",1,SM-corpus.txt,74
"e.message is actually deprecated and will be raged at by pylint. apparently you're supposed to use e.args[0]. I find that weird personally, but that's what we've been doing lately",1,SM-corpus.txt,75
"also do you need to use ``` logging.ERROR ```? i think you want logging.error which is a method, I believe ``` ERROR ``` is some sort of enum in the logging module (same thing with info vs INFO)",1,SM-corpus.txt,76
"what is row[1] ? I find this all very specific... I'm not sure a CSV MR is even worth doing this for 81 accounts, especially not if we're writing code to match some weird csv format given to us by a customer. either fix the csv so that it only includes relevant information or extract the value pairs and defer tasks to do the actual operation in a vconsole script (with test runs on other environment for different agids).",1,SM-corpus.txt,77
dunno if this needs to be an object really... could just be module functions/constants?,0,SM-corpus.txt,78
doesnt look like this is used?,0,SM-corpus.txt,79
"typo, ics should be cis",1,SM-corpus.txt,80
Why are we commenting out gutter_config? Does it add overhead on performance when there is nothing using it?,1,SM-corpus.txt,81
copy pasted docstring,1,SM-corpus.txt,82
